hedge,318.44367588932806
aspen,99.65849802371541
loose,126.12608695652175
nifty,273.8837944664032
witch,316.1175889328063
cache,203.12252964426878
douce,151.55869565217392
store,66.05494071146245
flats,125.92845849802372
throw,228.43873517786562
rolls,145.37845849802372
grand,163.71245059288538
tumor,177.44130434782608
alang,267.995256916996
flier,122.23754940711463
ditch,250.91660079051383
freed,263.4367588932806
truck,241.38517786561266
doled,193.16225296442687
cleft,177.29565217391306
plane,97.30968379446641
udder,238.35256916996047
grads,112.95217391304348
picot,183.1897233201581
lupin,218.2086956521739
fumes,171.4909090909091
fatal,265.1266798418972
azide,167.2913043478261
gulag,327.86679841897234
hills,224.96501976284586
leery,175.62845849802372
taels,65.01245059288537
sambo,147.98458498023714
thang,201.56225296442688
attic,240.33715415019762
sweep,252.02707509881424
cloak,190.0013833992095
spasm,265.7608695652174
toyed,132.4701581027668
malik,198.11284584980237
audit,159.61245059288538
wider,165.06106719367588
thigh,411.54249011857706
cases,113.51403162055335
licit,267.4731225296443
umbra,235.0618577075099
links,168.90513833992094
noses,130.96640316205534
appel,183.70158102766797
aping,220.23675889328064
twixt,584.4436758893281
colic,254.75355731225295
aland,226.8201581027668
geyer,225.69407114624505
hough,464.37213438735176
rocky,254.8620553359684
stile,74.37094861660078
reaps,76.3195652173913
signa,135.56877470355732
unify,327.14426877470356
vigor,238.84347826086957
kilts,152.43557312252963
knees,198.20790513833992
mayan,316.1875494071146
slats,142.8215415019763
jowls,260.15
bends,135.21798418972332
twins,174.3606719367589
cased,88.1901185770751
leger,185.6891304347826
brine,117.23774703557312
arias,111.41719367588932
liane,76.38873517786561
sorry,180.951976284585
dried,182.67371541501976
games,99.74466403162056
crags,108.05790513833992
liars,68.900395256917
elves,201.700395256917
atmos,120.53320158102767
pared,104.48379446640317
filmy,334.43201581027665
sakai,208.9418972332016
howes,136.76225296442686
fried,154.30395256916995
penna,200.32806324110672
soles,113.22213438735177
fonts,156.4683794466403
potty,346.69743083003954
nasal,167.2083003952569
mages,99.8804347826087
mauve,174.59407114624506
gaits,103.63221343873518
salsa,246.34920948616602
frisk,208.79525691699604
gravy,240.05454545454546
biddy,512.4061264822135
sears,95.75513833992095
rinse,73.10158102766799
smash,254.00296442687747
chats,142.73675889328064
built,206.86778656126484
boars,92.18557312252965
shewn,183.48932806324112
pasts,194.598814229249
kebab,296.6051383399209
chemo,223.79743083003953
dress,146.91205533596838
dyers,110.8509881422925
carat,175.57233201581028
crows,153.69367588932806
warps,140.24426877470356
arson,87.25177865612648
asses,189.8800395256917
ranch,151.99723320158103
tomes,89.94110671936758
randy,152.01383399209487
named,129.58675889328063
saris,110.45889328063241
liber,114.99861660079051
bogus,226.92766798418972
fagin,234.0079051383399
canes,68.21383399209486
yolks,183.39584980237154
husks,437.0498023715415
naked,144.06699604743082
slabs,200.31304347826088
tasks,217.00612648221343
boeuf,235.11185770750987
taxes,98.40632411067193
totem,194.96166007905137
felon,151.63181818181818
beers,157.700790513834
actor,116.20612648221343
allot,181.61798418972333
onion,438.0895256916996
silly,222.65098814229248
sonny,233.601185770751
lucre,114.73517786561264
veils,119.07687747035573
cling,230.22233201581028
arbor,231.25494071146244
vespa,155.55494071146245
earth,98.29347826086956
ladle,156.96462450592887
saver,84.72332015810277
lusts,226.82470355731226
angry,187.9088932806324
tippy,376.8877470355731
sable,80.13932806324111
emirs,100.02608695652174
hymen,201.4292490118577
lions,100.70454545454545
stott,320.8612648221344
lutes,87.47292490118578
grunt,197.95276679841896
voice,156.4796442687747
wally,350.8201581027668
manas,189.7788537549407
pappy,538.1081027667984
ebony,214.7897233201581
barra,370.1913043478261
hater,85.05276679841897
ashen,96.71897233201581
gusto,191.747628458498
tulle,182.0079051383399
pluto,192.4189723320158
write,115.66620553359684
manly,183.27667984189722
rough,232.39584980237154
locks,177.69683794466403
polar,114.7191699604743
proof,367.1458498023715
selah,84.6403162055336
build,262.4201581027668
mince,154.59664031620554
mower,164.71521739130435
ingot,207.04446640316206
sixth,251.70612648221345
heath,180.55474308300396
royal,117.70632411067194
weise,175.3786561264822
larch,141.28359683794466
avers,97.98735177865612
